timestamp,location,severity,cause
2023-01-06 17:45:00,City Center,Minor,Distracted Driving
2023-01-05 15:30:00,Suburb,Moderate,Speeding
2023-01-02 16:15:00,City Center,Minor,Speeding
2023-01-09 14:00:00,Highway,Severe,Speeding
2023-01-03 21:15:00,Suburb,Minor,Weather
2023-01-06 08:00:00,Downtown,Minor,Weather
2023-01-03 01:15:00,Suburb,Minor,Distracted Driving
2023-01-11 00:30:00,Suburb,Minor,Speeding
2023-01-03 02:45:00,Downtown,Severe,Weather
2023-01-02 00:00:00,Suburb,Minor,Weather
2023-01-03 13:00:00,City Center,Minor,Weather
2023-01-01 06:30:00,Highway,Severe,Speeding
2023-01-05 00:00:00,Suburb,Moderate,Weather
2023-01-09 04:30:00,Highway,Severe,Weather
2023-01-05 00:00:00,Highway,Severe,Weather
2023-01-09 03:45:00,Suburb,Moderate,Speeding
